plate_text,plate_count,detection_count,max_confidence,bbox_summary,raw_plate_text,high_conf_detection,all_unique_plates,unique_plate_count,frame_plate_text,image
"[""61A-229.59""]",[1],1,0.9192084670066833,,"[""G1A-229.59""]",True,"[""61A-229.59""]",[1],"[""61A-229.59""]",CarLongPlateGen165.jpg
"[""51G-428.61""]",[1],1,0.9547319412231445,,"[""51G-428.61""]",True,"[""51G-428.61""]",[1],"[""51G-428.61""]",CarLongPlateGen1661.jpg
"[""51F-311.18""]",[1],1,0.9531006813049316,,"[""51F-311.18""]",True,"[""51F-311.18""]",[1],"[""51F-311.18""]",CarLongPlateGen1663.jpg
"[""51A-720.78""]",[1],1,0.9522199034690857,,"[""51A-720.78""]",True,"[""51A-720.78""]",[1],"[""51A-720.78""]",CarLongPlateGen1679.jpg
"[""51A-897.14""]",[1],1,0.9305844902992249,,"[""51A-897.14""]",True,"[""51A-897.14""]",[1],"[""51A-897.14""]",CarLongPlateGen169.jpg
"[""51F-222.61""]",[1],1,0.9296960830688477,,"[""51F-222.61""]",True,"[""51F-222.61""]",[1],"[""51F-222.61""]",CarLongPlateGen1695.jpg
"[""51F-069.48""]",[1],1,0.9485372304916382,,"[""51F-069.48""]",True,"[""51F-069.48""]",[1],"[""51F-069.48""]",CarLongPlateGen1699.jpg
"[""51D-100.39""]",[1],1,0.9498556852340698,,"[""51D-100.39""]",True,"[""51D-100.39""]",[1],"[""51D-100.39""]",CarLongPlateGen1725.jpg
"[""51A-721.10""]",[1],1,0.9531880021095276,,"[""51A-72110""]",True,"[""51A-721.10""]",[1],"[""51A-721.10""]",CarLongPlateGen1731.jpg
"[""51F-446.14""]",[1],1,0.9562273025512695,,"[""51F-446.14""]",True,"[""51F-446.14""]",[1],"[""51F-446.14""]",CarLongPlateGen1737.jpg
"[""1F-446.14""]",[1],1,0.920647144317627,,"[""1F-446.14""]",True,"[""1F-446.14""]",[1],"[""1F-446.14""]",CarLongPlateGen1741.jpg
"[""51F-244.03""]",[1],1,0.9285385012626648,,"[""51F-244.03""]",True,"[""51F-244.03""]",[1],"[""51F-244.03""]",CarLongPlateGen1749.jpg
"[""51F-590.11""]",[1],1,0.9544779658317566,,"[""51F 590.11""]",True,"[""51F-590.11""]",[1],"[""51F-590.11""]",CarLongPlateGen1759.jpg
"[""51F-590.11""]",[1],1,0.9537081718444824,,"[""51F 590.11""]",True,"[""51F-590.11""]",[1],"[""51F-590.11""]",CarLongPlateGen1763.jpg
"[""51F-042.75""]",[1],1,0.939581573009491,,"[""51F\u00b7042.75""]",True,"[""51F-042.75""]",[1],"[""51F-042.75""]",CarLongPlateGen1767.jpg
"[""51F-026.87""]",[1],1,0.9284088015556335,,"[""51F\u00b7026.87""]",True,"[""51F-026.87""]",[1],"[""51F-026.87""]",CarLongPlateGen1769.jpg
"[""50LD-044.11""]",[1],1,0.9351099133491516,,"[""50LD-044.11""]",True,"[""50LD-044.11""]",[1],"[""50LD-044.11""]",CarLongPlateGen1785.jpg
"[""51G-513.32""]",[1],1,0.9193534255027771,,"[""51G51332""]",True,"[""51G-513.32""]",[1],"[""51G-513.32""]",CarLongPlateGen179.jpg
"[""51B-216.66""]",[1],1,0.9537081718444824,,"[""51B-216.66""]",True,"[""51B-216.66""]",[1],"[""51B-216.66""]",CarLongPlateGen1793.jpg
"[""JG-011.77""]",[1],1,0.9385759830474854,,"[""JG-011.77""]",True,"[""JG-011.77""]",[1],"[""JG-011.77""]",CarLongPlateGen1801.jpg
"[""51G-510.08""]",[1],1,0.9447912573814392,,"[""51G-510.08""]",True,"[""51G-510.08""]",[1],"[""51G-510.08""]",CarLongPlateGen1823.jpg
"[""51F-617.12""]",[1],1,0.9416541457176208,,"[""51F\u00b7617.12""]",True,"[""51F-617.12""]",[1],"[""51F-617.12""]",CarLongPlateGen1837.jpg
"[""51F-882.70""]",[1],1,0.941439151763916,,"[""51F-882.70""]",True,"[""51F-882.70""]",[1],"[""51F-882.70""]",CarLongPlateGen1839.jpg
"[""51G-510.08""]",[1],1,0.9519526958465576,,"[""51G-510.08""]",True,"[""51G-510.08""]",[1],"[""51G-510.08""]",CarLongPlateGen1847.jpg
"[""51F-356.13""]",[1],1,0.9511421918869019,,"[""51F-356.13""]",True,"[""51F-356.13""]",[1],"[""51F-356.13""]",CarLongPlateGen1849.jpg
"[""51A-961.41""]",[1],1,0.9265698790550232,,"[""51A-961.41""]",True,"[""51A-961.41""]",[1],"[""51A-961.41""]",CarLongPlateGen1853.jpg
"[""51F-155.85""]",[1],1,0.9553191661834717,,"[""51F-155.85""]",True,"[""51F-155.85""]",[1],"[""51F-155.85""]",CarLongPlateGen1863.jpg
"[""51F-132.51""]",[1],1,0.9556514620780945,,"[""51F-132.51""]",True,"[""51F-132.51""]",[1],"[""51F-132.51""]",CarLongPlateGen1883.jpg
"[""51F-778.36""]",[1],1,0.9488224983215332,,"[""51F-778.36""]",True,"[""51F-778.36""]",[1],"[""51F-778.36""]",CarLongPlateGen1893.jpg
"[""51F-582.14""]",[1],1,0.9435559511184692,,"[""51F-58214""]",True,"[""51F-582.14""]",[1],"[""51F-582.14""]",CarLongPlateGen1897.jpg
"[""51G-100.96""]",[1],1,0.9447912573814392,,"[""51G-100.96""]",True,"[""51G-100.96""]",[1],"[""51G-100.96""]",CarLongPlateGen1907.jpg
"[""51A-052.27""]",[1],1,0.9505947232246399,,"[""51A-052.27""]",True,"[""51A-052.27""]",[1],"[""51A-052.27""]",CarLongPlateGen1913.jpg
"[""51F-590.11""]",[1],1,0.9508692026138306,,"[""51F-590.11""]",True,"[""51F-590.11""]",[1],"[""51F-590.11""]",CarLongPlateGen1919.jpg
"[""81G-405.3N""]",[1],1,0.8509646654129028,,"[""B1G 4D53N""]",False,"[""81G-405.3N""]",[1],"[""81G-405.3N""]",CarLongPlateGen193.jpg
"[""61F-079.73""]",[1],1,0.9135223627090454,,"[""61F-079.73""]",True,"[""61F-079.73""]",[1],"[""61F-079.73""]",CarLongPlateGen1931.jpg
"[""51A-554.33""]",[1],1,0.9492005109786987,,"[""51A-554.33""]",True,"[""51A-554.33""]",[1],"[""51A-554.33""]",CarLongPlateGen1935.jpg
"[""51A-721.10""]",[1],1,0.9368651509284973,,"[""51A-72110""]",True,"[""51A-721.10""]",[1],"[""51A-721.10""]",CarLongPlateGen1947.jpg
"[""51A-961.41""]",[1],1,0.9455001950263977,,"[""51A-961.41""]",True,"[""51A-961.41""]",[1],"[""51A-961.41""]",CarLongPlateGen1951.jpg
"[""1G-513.32""]",[1],1,0.892375111579895,,"[""1G-513.32""]",False,"[""1G-513.32""]",[1],"[""1G-513.32""]",CarLongPlateGen1959.jpg
"[""066.42""]",[1],1,0.9475754499435425,,"[""066.42""]",True,"[""066.42""]",[1],"[""066.42""]",CarLongPlateGen1969.jpg
"[""51G-205.36""]",[1],1,0.9349913001060486,,"[""51G-205.36""]",True,"[""51G-205.36""]",[1],"[""51G-205.36""]",CarLongPlateGen1973.jpg
"[""51F-212.55""]",[1],1,0.9382373094558716,,"[""51F-212.55""]",True,"[""51F-212.55""]",[1],"[""51F-212.55""]",CarLongPlateGen1979.jpg
"[""51G-481.54""]",[1],1,0.9307105541229248,,"[""51G-481.54""]",True,"[""51G-481.54""]",[1],"[""51G-481.54""]",CarLongPlateGen1987.jpg
"[""51F-212.55""]",[1],1,0.9531006813049316,,"[""51F-212.55""]",True,"[""51F-212.55""]",[1],"[""51F-212.55""]",CarLongPlateGen1993.jpg
"[""50Z-0618""]",[1],1,0.9505947232246399,,"[""50Z-0618""]",True,"[""50Z-0618""]",[1],"[""50Z-0618""]",CarLongPlateGen1995.jpg
"[""51A-961.41""]",[1],1,0.9439706206321716,,"[""51A-961.41""]",True,"[""51A-961.41""]",[1],"[""51A-961.41""]",CarLongPlateGen2011.jpg
"[""48A-028.66""]",[1],1,0.9325762391090393,,"[""48A-028.66""]",True,"[""48A-028.66""]",[1],"[""48A-028.66""]",CarLongPlateGen2019.jpg
"[""47A-065.46""]",[1],1,0.9425067901611328,,"[""47A-065.46""]",True,"[""47A-065.46""]",[1],"[""47A-065.46""]",CarLongPlateGen2027.jpg
"[""50LD-044.11""]",[1],1,0.936168372631073,,"[""50LD-044.11""]",True,"[""50LD-044.11""]",[1],"[""50LD-044.11""]",CarLongPlateGen203.jpg
"[""51A-961.41""]",[1],1,0.9402433633804321,,"[""51A-961.41""]",True,"[""51A-961.41""]",[1],"[""51A-961.41""]",CarLongPlateGen2039.jpg
"[""51F-795.12""]",[1],1,0.9597620368003845,,"[""51F-795.12""]",True,"[""51F-795.12""]",[1],"[""51F-795.12""]",CarLongPlateGen2041.jpg
"[""51F-687.84""]",[1],1,0.9565531015396118,,"[""51F-687.84""]",True,"[""51F-687.84""]",[1],"[""51F-687.84""]",CarLongPlateGen2043.jpg
"[""51A-052.27""]",[1],1,0.9384632706642151,,"[""51A-052.27""]",True,"[""51A-052.27""]",[1],"[""51A-052.27""]",CarLongPlateGen2055.jpg
"[""51F-079.73""]",[1],1,0.9481545686721802,,"[""51F-079.73""]",True,"[""51F-079.73""]",[1],"[""51F-079.73""]",CarLongPlateGen2063.jpg
"[""48A-051.77""]",[1],1,0.9527502655982971,,"[""48A-051.77""]",True,"[""48A-051.77""]",[1],"[""48A-051.77""]",CarLongPlateGen2065.jpg
"[""51F-882.70""]",[1],1,0.9489172697067261,,"[""51F-882.70""]",True,"[""51F-882.70""]",[1],"[""51F-882.70""]",CarLongPlateGen2069.jpg
"[""51F-324.88""]",[1],1,0.9370958209037781,,"[""51F\u00b7324.88""]",True,"[""51F-324.88""]",[1],"[""51F-324.88""]",CarLongPlateGen2103.jpg
"[""51F-598.81""]",[1],1,0.9464978575706482,,"[""51F-598.81""]",True,"[""51F-598.81""]",[1],"[""51F-598.81""]",CarLongPlateGen2109.jpg
"[""FOLD0611""]",[1],1,0.9478657245635986,,"[""FOLD 06/11""]",True,"[""FOLD0611""]",[1],"[""FOLD0611""]",CarLongPlateGen2111.jpg
"[""50LD-044.11""]",[1],1,0.9550683498382568,,"[""50LD\u00b7044.11""]",True,"[""50LD-044.11""]",[1],"[""50LD-044.11""]",CarLongPlateGen2113.jpg
"[""56S-4698""]",[1],1,0.9451974034309387,,"[""56S\u00b74698""]",True,"[""56S-4698""]",[1],"[""56S-4698""]",CarLongPlateGen2139.jpg
"[""51F-630.34""]",[1],1,0.9421884417533875,,"[""51F\u00b7630.34""]",True,"[""51F-630.34""]",[1],"[""51F-630.34""]",CarLongPlateGen2141.jpg
"[""51F-207.54""]",[1],1,0.9388007521629333,,"[""51F\u00b7207.54""]",True,"[""51F-207.54""]",[1],"[""51F-207.54""]",CarLongPlateGen2177.jpg
"[""51F-311.18""]",[1],1,0.9272316098213196,,"[""51F-311.18""]",True,"[""51F-311.18""]",[1],"[""51F-311.18""]",CarLongPlateGen2179.jpg
"[""51G-290.34""]",[1],1,0.9487276077270508,,"[""51G-290.34""]",True,"[""51G-290.34""]",[1],"[""51G-290.34""]",CarLongPlateGen2197.jpg
"[""51F-630.34""]",[1],1,0.9554855227470398,,"[""51F-630.34""]",True,"[""51F-630.34""]",[1],"[""51F-630.34""]",CarLongPlateGen2217.jpg
"[""60A-208.80""]",[1],1,0.954562783241272,,"[""60A-208.80""]",True,"[""60A-208.80""]",[1],"[""60A-208.80""]",CarLongPlateGen2221.jpg
"[""60A-038.68""]",[1],1,0.9542226791381836,,"[""60A-038.68""]",True,"[""60A-038.68""]",[1],"[""60A-038.68""]",CarLongPlateGen2227.jpg
"[""50Z-1630""]",[1],1,0.9499486684799194,,"[""50Z-1630""]",True,"[""50Z-1630""]",[1],"[""50Z-1630""]",CarLongPlateGen2237.jpg
"[""61F-59U.81""]",[1],1,0.892375111579895,,"[""61F-59U81""]",False,"[""61F-59U.81""]",[1],"[""61F-59U.81""]",CarLongPlateGen225.jpg
"[""51C-495.39""]",[1],1,0.9593832492828369,,"[""51C-495.39""]",True,"[""51C-495.39""]",[1],"[""51C-495.39""]",CarLongPlateGen2261.jpg
"[""51G-011.77""]",[1],1,0.9293122291564941,,"[""51G-011.77""]",True,"[""51G-011.77""]",[1],"[""51G-011.77""]",CarLongPlateGen2263.jpg
"[""50LD-044.11""]",[1],1,0.960212230682373,,"[""50LD-044.11""]",True,"[""50LD-044.11""]",[1],"[""50LD-044.11""]",CarLongPlateGen2269.jpg
"[""51639480""]",[1],1,0.8684925436973572,,"[""51639480""]",False,"[""51639480""]",[1],"[""51639480""]",CarLongPlateGen229.jpg
"[""51F-079.73""]",[1],1,0.9497627019882202,,"[""51F\u00b7079.73""]",True,"[""51F-079.73""]",[1],"[""51F-079.73""]",CarLongPlateGen2293.jpg
"[""71810071""]",[1],1,0.9320833086967468,,"[""71810071""]",True,"[""71810071""]",[1],"[""71810071""]",CarLongPlateGen2297.jpg
"[""H1R4C2Y5""]",[1],1,0.755636990070343,,"[""H1R4C2Y5""]",False,"[""H1R4C2Y5""]",[1],"[""H1R4C2Y5""]",CarLongPlateGen23.jpg
"[""51F-066.09""]",[1],1,0.9556514620780945,,"[""51F 066.09""]",True,"[""51F-066.09""]",[1],"[""51F-066.09""]",CarLongPlateGen2307.jpg
"[""51A-897.14""]",[1],1,0.9563905000686646,,"[""51A-897.14""]",True,"[""51A-897.14""]",[1],"[""51A-897.14""]",CarLongPlateGen2309.jpg
"[""51707973""]",[1],1,0.8778960704803467,,"[""51707973""]",False,"[""51707973""]",[1],"[""51707973""]",CarLongPlateGen231.jpg
"[""60A-038.68""]",[1],1,0.9468920826911926,,"[""60A-038.68""]",True,"[""60A-038.68""]",[1],"[""60A-038.68""]",CarLongPlateGen2315.jpg
"[""P-56B8""]",[1],1,0.914290726184845,,"[""P-56B8""]",True,"[""P-56B8""]",[1],"[""P-56B8""]",CarLongPlateGen2333.jpg
"[""51G-006.72""]",[1],1,0.9461008310317993,,"[""51G-006.72""]",True,"[""51G-006.72""]",[1],"[""51G-006.72""]",CarLongPlateGen2337.jpg
"[""51G-316.91""]",[1],1,0.9356999397277832,,"[""51G-316.91""]",True,"[""51G-316.91""]",[1],"[""51G-316.91""]",CarLongPlateGen2343.jpg
"[""51F-747.76""]",[1],1,0.9515940546989441,,"[""51F-747.76""]",True,"[""51F-747.76""]",[1],"[""51F-747.76""]",CarLongPlateGen2345.jpg
"[""51G-316.91""]",[1],1,0.9542226791381836,,"[""51G-316.91""]",True,"[""51G-316.91""]",[1],"[""51G-316.91""]",CarLongPlateGen2347.jpg
"[""51F-079.73""]",[1],1,0.9530133008956909,,"[""51F-079.73""]",True,"[""51F-079.73""]",[1],"[""51F-079.73""]",CarLongPlateGen2349.jpg
"[""51A-165.98""]",[1],1,0.9457011222839355,,"[""51A\u00b7165.98""]",True,"[""51A-165.98""]",[1],"[""51A-165.98""]",CarLongPlateGen2351.jpg
"[""60M-8965""]",[1],1,0.9178933501243591,,"[""60M\n8965""]",True,"[""60M-8965""]",[1],"[""60M-8965""]",CarLongPlateGen2353.jpg
"[""51F-065.32""]",[1],1,0.9563905000686646,,"[""51F-065.32""]",True,"[""51F-065.32""]",[1],"[""51F-065.32""]",CarLongPlateGen2371.jpg
"[""51A-775.29""]",[1],1,0.9507778882980347,,"[""51A-775.29""]",True,"[""51A-775.29""]",[1],"[""51A-775.29""]",CarLongPlateGen2375.jpg
"[""62A-057.72""]",[1],1,0.9433475732803345,,"[""62A-057.72""]",True,"[""62A-057.72""]",[1],"[""62A-057.72""]",CarLongPlateGen2377.jpg
"[""51F-882.70""]",[1],1,0.9554024338722229,,"[""51F-882.70""]",True,"[""51F-882.70""]",[1],"[""51F-882.70""]",CarLongPlateGen2389.jpg
"[""51F-161.59""]",[1],1,0.9121235609054565,,"[""51F-161.59""]",True,"[""51F-161.59""]",[1],"[""51F-161.59""]",CarLongPlateGen241.jpg
"[""51F-646.19""]",[1],1,0.9525741338729858,,"[""51F-646.19""]",True,"[""51F-646.19""]",[1],"[""51F-646.19""]",CarLongPlateGen2415.jpg
"[""51A-052.27""]",[1],1,0.9353464841842651,,"[""51A\u00b7052.27""]",True,"[""51A-052.27""]",[1],"[""51A-052.27""]",CarLongPlateGen2429.jpg
"[""51G-394.66""]",[1],1,0.9567152261734009,,"[""51G-394.66""]",True,"[""51G-394.66""]",[1],"[""51G-394.66""]",CarLongPlateGen2443.jpg
"[""51F-882.70""]",[1],1,0.9425067901611328,,"[""51F-882.70""]",True,"[""51F-882.70""]",[1],"[""51F-882.70""]",CarLongPlateGen2451.jpg
"[""869.88""]",[1],1,0.9459012746810913,,"[""869.88""]",True,"[""869.88""]",[1],"[""869.88""]",CarLongPlateGen2455.jpg
"[""51A-897.14""]",[1],1,0.9366336464881897,,"[""51A-897.14""]",True,"[""51A-897.14""]",[1],"[""51A-897.14""]",CarLongPlateGen2465.jpg
"[""51A-961.41""]",[1],1,0.9492946267127991,,"[""51A-96141""]",True,"[""51A-961.41""]",[1],"[""51A-961.41""]",CarLongPlateGen2467.jpg
"[""51F-446.14""]",[1],1,0.9510514140129089,,"[""51F-446.14""]",True,"[""51F-446.14""]",[1],"[""51F-446.14""]",CarLongPlateGen2469.jpg
"[""51F-244.03""]",[1],1,0.9475754499435425,,"[""51F-244.03""]",True,"[""51F-244.03""]",[1],"[""51F-244.03""]",CarLongPlateGen2473.jpg
"[""51G-513.32""]",[1],1,0.9481545686721802,,"[""51G-513.32""]",True,"[""51G-513.32""]",[1],"[""51G-513.32""]",CarLongPlateGen2477.jpg
"[""51H-2214""]",[1],1,0.8647679686546326,,"[""51H2214""]",False,"[""51H-2214""]",[1],"[""51H-2214""]",CarLongPlateGen249.jpg
"[""1F-042.75""]",[1],1,0.9139840602874756,,"[""1F-042.75""]",True,"[""1F-042.75""]",[1],"[""1F-042.75""]",CarLongPlateGen2493.jpg
"[""51F-311.18""]",[1],1,0.9537942409515381,,"[""51F-311.18""]",True,"[""51F-311.18""]",[1],"[""51F-311.18""]",CarLongPlateGen2509.jpg
"[""51F-646.19""]",[1],1,0.9564718008041382,,"[""51F-646.19""]",True,"[""51F-646.19""]",[1],"[""51F-646.19""]",CarLongPlateGen2519.jpg
"[""VN12121""]",[1],1,0.8203255534172058,,"[""VN12121""]",False,"[""VN12121""]",[1],"[""VN12121""]",CarLongPlateGen2533.jpg
"[""51A-961.41""]",[1],1,0.9522199034690857,,"[""51A-961.41""]",True,"[""51A-961.41""]",[1],"[""51A-961.41""]",CarLongPlateGen2567.jpg
"[""51A-691.72""]",[1],1,0.9440738558769226,,"[""51A\u00b7691.72""]",True,"[""51A-691.72""]",[1],"[""51A-691.72""]",CarLongPlateGen2575.jpg
"[""61A-229.59""]",[1],1,0.951323390007019,,"[""61A-229.59""]",True,"[""61A-229.59""]",[1],"[""61A-229.59""]",CarLongPlateGen2587.jpg
"[""51F-311.18""]",[1],1,0.9553191661834717,,"[""51F-311.18""]",True,"[""51F-311.18""]",[1],"[""51F-311.18""]",CarLongPlateGen2605.jpg
"[""51A-961.41""]",[1],1,0.9413313865661621,,"[""51A-961.41""]",True,"[""51A-961.41""]",[1],"[""51A-961.41""]",CarLongPlateGen2607.jpg
"[""50Z-1630""]",[1],1,0.916857123374939,,"[""5DZ-1630""]",True,"[""50Z-1630""]",[1],"[""50Z-1630""]",CarLongPlateGen261.jpg
"[""51G-439.47""]",[1],1,0.9501341581344604,,"[""51G-439.47""]",True,"[""51G-439.47""]",[1],"[""51G-439.47""]",CarLongPlateGen2615.jpg
"[""51A-720.78""]",[1],1,0.9520419239997864,,"[""51A-720.78""]",True,"[""51A-720.78""]",[1],"[""51A-720.78""]",CarLongPlateGen2619.jpg
"[""51F-155.85""]",[1],1,0.9483462572097778,,"[""51F-155.85""]",True,"[""51F-155.85""]",[1],"[""51F-155.85""]",CarLongPlateGen2623.jpg
"[""51A-012.04""]",[1],1,0.9421884417533875,,"[""51A\u00b7012.04""]",True,"[""51A-012.04""]",[1],"[""51A-012.04""]",CarLongPlateGen2635.jpg
"[""30V-3993""]",[1],1,0.9354645609855652,,"[""30V-3993""]",True,"[""30V-3993""]",[1],"[""30V-3993""]",CarLongPlateGen2637.jpg
"[""51A-897.14""]",[1],1,0.9526622891426086,,"[""51A-897.14""]",True,"[""51A-897.14""]",[1],"[""51A-897.14""]",CarLongPlateGen2663.jpg
"[""29A-517.96""]",[1],1,0.9529258608818054,,"[""29A-517.96""]",True,"[""29A-517.96""]",[1],"[""29A-517.96""]",CarLongPlateGen2669.jpg
"[""51F-590.11""]",[1],1,0.920074462890625,,"[""51F59011""]",True,"[""51F-590.11""]",[1],"[""51F-590.11""]",CarLongPlateGen267.jpg
"[""51F-446.14""]",[1],1,0.9483462572097778,,"[""51F-446.14""]",True,"[""51F-446.14""]",[1],"[""51F-446.14""]",CarLongPlateGen2675.jpg
"[""52P-5688""]",[1],1,0.9212159514427185,,"[""52P-5688""]",True,"[""52P-5688""]",[1],"[""52P-5688""]",CarLongPlateGen269.jpg
"[""51F-734.20""]",[1],1,0.8994751572608948,,"[""51F73420""]",False,"[""51F-734.20""]",[1],"[""51F-734.20""]",CarLongPlateGen27.jpg
"[""51F-161.59""]",[1],1,0.9520419239997864,,"[""51F-161.59""]",True,"[""51F-161.59""]",[1],"[""51F-161.59""]",CarLongPlateGen2705.jpg
"[""51A-897.14""]",[1],1,0.9569571614265442,,"[""51A-897.14""]",True,"[""51A-897.14""]",[1],"[""51A-897.14""]",CarLongPlateGen2713.jpg
"[""51F-491.42""]",[1],1,0.9487276077270508,,"[""51F-491.42""]",True,"[""51F-491.42""]",[1],"[""51F-491.42""]",CarLongPlateGen2721.jpg
"[""51A-909.05""]",[1],1,0.9493885040283203,,"[""51A-909.05""]",True,"[""51A-909.05""]",[1],"[""51A-909.05""]",CarLongPlateGen2725.jpg
"[""51G-100.96""]",[1],1,0.9551520943641663,,"[""51G-100.96""]",True,"[""51G-100.96""]",[1],"[""51G-100.96""]",CarLongPlateGen2727.jpg
"[""51A-721.10""]",[1],1,0.9310875535011292,,"[""51A-721.10""]",True,"[""51A-721.10""]",[1],"[""51A-721.10""]",CarLongPlateGen2733.jpg
"[""51A-720.78""]",[1],1,0.9514138102531433,,"[""51A\u00b7720.78""]",True,"[""51A-720.78""]",[1],"[""51A-720.78""]",CarLongPlateGen2745.jpg
"[""51F-079.73""]",[1],1,0.9459012746810913,,"[""51F\u00b7079.73""]",True,"[""51F-079.73""]",[1],"[""51F-079.73""]",CarLongPlateGen2761.jpg
"[""51F-882.70""]",[1],1,0.9521309733390808,,"[""51F-882.70""]",True,"[""51F-882.70""]",[1],"[""51F-882.70""]",CarLongPlateGen2765.jpg
"[""51F-356.13""]",[1],1,0.9624620079994202,,"[""51F-356.13""]",True,"[""51F-356.13""]",[1],"[""51F-356.13""]",CarLongPlateGen2775.jpg
"[""51F-446.14""]",[1],1,0.9449946880340576,,"[""51F-446.14""]",True,"[""51F-446.14""]",[1],"[""51F-446.14""]",CarLongPlateGen2779.jpg
"[""51A-029.23""]",[1],1,0.9133679866790771,,"[""51A02923""]",True,"[""51A-029.23""]",[1],"[""51A-029.23""]",CarLongPlateGen279.jpg
"[""60A-359.81""]",[1],1,0.9421884417533875,,"[""60A-359.81""]",True,"[""60A-359.81""]",[1],"[""60A-359.81""]",CarLongPlateGen2791.jpg
"[""51F-789.04""]",[1],1,0.9531880021095276,,"[""51F-789.04""]",True,"[""51F-789.04""]",[1],"[""51F-789.04""]",CarLongPlateGen2797.jpg
"[""51F-212.55""]",[1],1,0.9533619284629822,,"[""51F-212.55""]",True,"[""51F-212.55""]",[1],"[""51F-212.55""]",CarLongPlateGen2799.jpg
"[""51F-155.85""]",[1],1,0.9586926698684692,,"[""51F-155.85""]",True,"[""51F-155.85""]",[1],"[""51F-155.85""]",CarLongPlateGen2809.jpg
"[""51F-778.36""]",[1],1,0.9517737030982971,,"[""51F-778.36""]",True,"[""51F-778.36""]",[1],"[""51F-778.36""]",CarLongPlateGen2813.jpg
"[""51F-222.61""]",[1],1,0.9398029446601868,,"[""51F-222.61""]",True,"[""51F-222.61""]",[1],"[""51F-222.61""]",CarLongPlateGen2821.jpg
"[""51F-598.81""]",[1],1,0.9531880021095276,,"[""51F 598.81""]",True,"[""51F-598.81""]",[1],"[""51F-598.81""]",CarLongPlateGen2839.jpg
"[""51F-617.12""]",[1],1,0.951323390007019,,"[""51F-617.12""]",True,"[""51F-617.12""]",[1],"[""51F-617.12""]",CarLongPlateGen2847.jpg
"[""48A-061.37""]",[1],1,0.6836307048797607,,"[""48A06137""]",False,"[""48A-061.37""]",[1],"[""48A-061.37""]",CarLongPlateGen285.jpg
"[""51A-691.72""]",[1],1,0.9553191661834717,,"[""51A\u00b7691.72""]",True,"[""51A-691.72""]",[1],"[""51A-691.72""]",CarLongPlateGen2851.jpg
"[""51F-446.14""]",[1],1,0.9415467381477356,,"[""51F\u00b7446.14""]",True,"[""51F-446.14""]",[1],"[""51F-446.14""]",CarLongPlateGen2865.jpg
"[""516-011.77""]",[1],1,0.8161134123802185,,"[""516-011.77""]",False,"[""516-011.77""]",[1],"[""516-011.77""]",CarLongPlateGen287.jpg
"[""51G-205.36""]",[1],1,0.9448931217193604,,"[""51G-205.36""]",True,"[""51G-205.36""]",[1],"[""51G-205.36""]",CarLongPlateGen2883.jpg
"[""51F-692.59""]",[1],1,0.944587230682373,,"[""51F-692.59""]",True,"[""51F-692.59""]",[1],"[""51F-692.59""]",CarLongPlateGen2889.jpg
"[""51F-212.55""]",[1],1,0.944587230682373,,"[""51F-212.55""]",True,"[""51F-212.55""]",[1],"[""51F-212.55""]",CarLongPlateGen2899.jpg
"[""47A-085.46""]",[1],1,0.8419556617736816,,"[""47A-08546""]",False,"[""47A-085.46""]",[1],"[""47A-085.46""]",CarLongPlateGen29.jpg
"[""51F-278.09""]",[1],1,0.936051607131958,,"[""51F-278.09""]",True,"[""51F-278.09""]",[1],"[""51F-278.09""]",CarLongPlateGen2903.jpg
"[""51A-654.74""]",[1],1,0.948441743850708,,"[""51A-654.74""]",True,"[""51A-654.74""]",[1],"[""51A-654.74""]",CarLongPlateGen2907.jpg
"[""S1637307""]",[1],1,0.9099069833755493,,"[""S1637307""]",True,"[""S1637307""]",[1],"[""S1637307""]",CarLongPlateGen291.jpg
"[""51F-795.12""]",[1],1,0.9609517455101013,,"[""51F-795.12""]",True,"[""51F-795.12""]",[1],"[""51F-795.12""]",CarLongPlateGen2919.jpg
"[""51G-228.07""]",[1],1,0.9562273025512695,,"[""51G22807""]",True,"[""51G-228.07""]",[1],"[""51G-228.07""]",CarLongPlateGen2927.jpg
"[""51G-495.39""]",[1],1,0.9523086547851562,,"[""51G-495.39""]",True,"[""51G-495.39""]",[1],"[""51G-495.39""]",CarLongPlateGen2929.jpg
"[""510-505-53""]",[1],1,0.9240047931671143,,"[""510-505-53""]",True,"[""510-505-53""]",[1],"[""510-505-53""]",CarLongPlateGen293.jpg
"[""47A-065461""]",[1],1,0.9455001950263977,,"[""47A-065461""]",True,"[""47A-065461""]",[1],"[""47A-065461""]",CarLongPlateGen2935.jpg
"[""51A-961.41""]",[1],1,0.9436599016189575,,"[""51A96141""]",True,"[""51A-961.41""]",[1],"[""51A-961.41""]",CarLongPlateGen2949.jpg
"[""51G-216.70""]",[1],1,0.9614614844322205,,"[""51G-21670""]",True,"[""51G-216.70""]",[1],"[""51G-216.70""]",CarLongPlateGen2967.jpg
"[""R1G423401""]",[1],1,0.5252166390419006,,"[""R1G 423401""]",False,"[""R1G423401""]",[1],"[""R1G423401""]",CarLongPlateGen297.jpg
"[""48A-051.77""]",[1],1,0.9521309733390808,,"[""48A-051.77""]",True,"[""48A-051.77""]",[1],"[""48A-051.77""]",CarLongPlateGen2979.jpg
