plate_text,plate_count,detection_count,max_confidence,bbox_summary,raw_plate_text,high_conf_detection,all_unique_plates,unique_plate_count,frame_plate_text
"[""5TG381.90"", ""59NT-77C.66"", ""51F-340.47"", ""VN12H10""]","[1, 1, 1, 1]",4,0.0,,"[""5TG\n381.90"", ""59 NT\n77C 66"", ""51F\n34047"", ""VN12H10""]",False,"[""5TG381.90"", ""59NT-77C.66"", ""51F-340.47"", ""VN12H10""]","[1, 1, 1, 1]","[""5TG381.90"", ""59NT-77C.66"", ""51F-340.47"", ""VN12H10""]"
"[""51G-391.90"", ""591177464"", ""5TF34047"", ""5111""]","[1, 1, 1, 1]",4,0.0,,"[""51G\n39190"", ""59 11 774 64"", ""5TF\n34047"", ""5111""]",False,"[""51G-391.90"", ""591177464"", ""5TF34047"", ""5111""]","[1, 1, 1, 1]","[""51G-391.90"", ""591177464"", ""5TF34047"", ""5111""]"
"[""51G-391.90"", ""51F-340.47"", ""59NH-274.66"", ""51F-2111""]","[1, 1, 1, 1]",4,0.0,,"[""51G\n391.90"", ""51F\n34047"", ""59\u00b7NH\n27466"", ""51F2111""]",False,"[""51G-391.90"", ""51F-340.47"", ""59NH-274.66"", ""51F-2111""]","[1, 1, 1, 1]","[""51G-391.90"", ""51F-340.47"", ""59NH-274.66"", ""51F-2111""]"
"[""51G-391.90"", ""51F-340.47"", ""59R-177464"", ""5112111""]","[1, 1, 1, 1]",4,0.0,,"[""51G\n391.90"", ""51F\n34047"", ""59-R1\n77464"", ""5112111""]",False,"[""51G-391.90"", ""51F-340.47"", ""59R-177464"", ""5112111""]","[1, 1, 1, 1]","[""51G-391.90"", ""51F-340.47"", ""59R-177464"", ""5112111""]"
"[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""511112111""]","[1, 1, 1, 1]",4,0.0,,"[""51G\n39190"", ""59\u00b7H1\n77464"", ""51F\n34047"", ""511112111""]",False,"[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""511112111""]","[1, 1, 1, 1]","[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""511112111""]"
"[""51G-391.90"", ""59HT-774.64"", ""51F-340.47"", ""2110""]","[1, 1, 1, 1]",4,0.0,,"[""51G\n39190"", ""59\u00b7HT\n77464"", ""51F\n34047"", ""2110""]",False,"[""51G-391.90"", ""59HT-774.64"", ""51F-340.47"", ""2110""]","[1, 1, 1, 1]","[""51G-391.90"", ""59HT-774.64"", ""51F-340.47"", ""2110""]"
"[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""101121""]","[1, 1, 1, 1]",4,0.0,,"[""51G\n39190"", ""59\u00b7H1\n774\u00b764"", ""51F\n34047"", ""101121""]",False,"[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""101121""]","[1, 1, 1, 1]","[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""101121""]"
"[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""21111""]","[1, 1, 1, 1]",4,0.0,,"[""51G\n391.90"", ""59-H1\n774.64"", ""51F\n34047"", ""21111""]",False,"[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""21111""]","[1, 1, 1, 1]","[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""21111""]"
"[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""5K2111""]","[1, 1, 1, 1]",4,0.0,,"[""51G\n391.90"", ""59-H1\n77464"", ""51F\n34047"", ""5K2111""]",False,"[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""5K2111""]","[1, 1, 1, 1]","[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""5K2111""]"
"[""61G-391.90"", ""59H-177464"", ""51F-340.47"", ""111212""]","[1, 1, 1, 1]",4,0.0,,"[""61G\n39190"", ""59-H1\n77464"", ""51F\n34047"", ""111212""]",False,"[""61G-391.90"", ""59H-177464"", ""51F-340.47"", ""111212""]","[1, 1, 1, 1]","[""61G-391.90"", ""59H-177464"", ""51F-340.47"", ""111212""]"
"[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""211155""]","[1, 1, 1, 1]",4,0.0,,"[""51G\n39190"", ""59-H1\n77464"", ""51F\n34047"", ""211155""]",False,"[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""211155""]","[1, 1, 1, 1]","[""51G-391.90"", ""59H-177464"", ""51F-340.47"", ""211155""]"
"[""59H-177464"", ""51F-340.47"", ""211121"", ""3""]","[1, 1, 1, 1]",4,0.0,,"[""59-H1\n77464"", ""51F\n34047"", ""211121"", ""3""]",False,"[""59H-177464"", ""51F-340.47"", ""211121"", ""3""]","[1, 1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""211121"", ""3""]"
"[""59H-177464"", ""51192131"", ""51F-340.47""]","[1, 1, 1]",3,0.0,,"[""59 H1\n77464"", ""511\n92131"", ""51F\n34047""]",False,"[""59H-177464"", ""51192131"", ""51F-340.47""]","[1, 1, 1]","[""59H-177464"", ""51192131"", ""51F-340.47""]"
"[""59HT-774.64"", ""51FB-4047"", ""51R-921.31""]","[1, 1, 1]",3,0.0,,"[""59 HT\n774.64"", ""51F\nB4047"", ""51R\n92131""]",False,"[""59HT-774.64"", ""51FB-4047"", ""51R-921.31""]","[1, 1, 1]","[""59HT-774.64"", ""51FB-4047"", ""51R-921.31""]"
"[""59H-177464"", ""51F-340.47"", ""51R-931.31""]","[1, 1, 1]",3,0.0,,"[""59-H1\n77464"", ""51F\n34047"", ""51R\n93131""]",False,"[""59H-177464"", ""51F-340.47"", ""51R-931.31""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51R-931.31""]"
"[""59H-177464"", ""51F-040.47"", ""5111313""]","[1, 1, 1]",3,0.0,,"[""59-H1\n77464"", ""51F\n04047"", ""5111313""]",False,"[""59H-177464"", ""51F-040.47"", ""5111313""]","[1, 1, 1]","[""59H-177464"", ""51F-040.47"", ""5111313""]"
"[""59H-177464"", ""51F-340.47"", ""51FF-3131""]","[1, 1, 1]",3,0.0,,"[""59-H1\n77464"", ""51F\n34047"", ""51F\nF3131""]",False,"[""59H-177464"", ""51F-340.47"", ""51FF-3131""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51FF-3131""]"
"[""59H-177464"", ""51F-340.47"", ""91111""]","[1, 1, 1]",3,0.0,,"[""59-H1\n77464"", ""51F\n34047"", ""91111""]",False,"[""59H-177464"", ""51F-340.47"", ""91111""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""91111""]"
"[""59H-177464"", ""51F-340.47"", ""VN11111""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""VN11111""]",False,"[""59H-177464"", ""51F-340.47"", ""VN11111""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""VN11111""]"
"[""59H-177464"", ""51F-340.47"", ""2111""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""2111""]",False,"[""59H-177464"", ""51F-340.47"", ""2111""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""2111""]"
"[""59H-177464"", ""61F-340.47"", ""13109""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""61F\n34047"", ""13109""]",False,"[""59H-177464"", ""61F-340.47"", ""13109""]","[1, 1, 1]","[""59H-177464"", ""61F-340.47"", ""13109""]"
"[""59H-177464"", ""51F-340.47"", ""511111""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""511111""]",False,"[""59H-177464"", ""51F-340.47"", ""511111""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""511111""]"
"[""59H-177464"", ""5TF34047"", ""51700131""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""5TF\n34047"", ""517\n00131""]",False,"[""59H-177464"", ""5TF34047"", ""51700131""]","[1, 1, 1]","[""59H-177464"", ""5TF34047"", ""51700131""]"
"[""59H-177464"", ""5TF34047"", ""51F-931.31""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""5TF\n34047"", ""51F\n93131""]",False,"[""59H-177464"", ""5TF34047"", ""51F-931.31""]","[1, 1, 1]","[""59H-177464"", ""5TF34047"", ""51F-931.31""]"
"[""59H-177464"", ""51F-931.31"", ""51F-340.47""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n93131"", ""51F\n34047""]",False,"[""59H-177464"", ""51F-931.31"", ""51F-340.47""]","[1, 1, 1]","[""59H-177464"", ""51F-931.31"", ""51F-340.47""]"
"[""59H-177464"", ""51F-931.31"", ""51F-340.47""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n93131"", ""51F\n34047""]",False,"[""59H-177464"", ""51F-931.31"", ""51F-340.47""]","[1, 1, 1]","[""59H-177464"", ""51F-931.31"", ""51F-340.47""]"
"[""59H-177464"", ""51F-931.31"", ""51F-340.47""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n93131"", ""51F\n34047""]",False,"[""59H-177464"", ""51F-931.31"", ""51F-340.47""]","[1, 1, 1]","[""59H-177464"", ""51F-931.31"", ""51F-340.47""]"
"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""51F\n93131""]",False,"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51F-931.31""]"
"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""51F\n93131""]",False,"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51F-931.31""]"
"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]",3,0.0,,"[""59\u00b7H1\n774.64"", ""51F\n340.47"", ""51F\n93131""]",False,"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51F-931.31""]"
"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""51F\n93131""]",False,"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51F-931.31""]"
"[""59H-177464"", ""51F-931.31"", ""51F-340.47""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n93131"", ""51F\n34047""]",False,"[""59H-177464"", ""51F-931.31"", ""51F-340.47""]","[1, 1, 1]","[""59H-177464"", ""51F-931.31"", ""51F-340.47""]"
"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""51F\n931 31""]",False,"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51F-931.31""]"
"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""51F\n931 31""]",False,"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51F-931.31""]"
"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""51F\n93131""]",False,"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51F-931.31""]"
"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""51F\n93131""]",False,"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51F-931.31""]"
"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""51F\n93131""]",False,"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51F-931.31""]"
"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""51F\n93131""]",False,"[""59H-177464"", ""51F-340.47"", ""51F-931.31""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51F-931.31""]"
"[""59H-177464"", ""51F-340.47"", ""93131""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""93131""]",False,"[""59H-177464"", ""51F-340.47"", ""93131""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""93131""]"
"[""59H-177464"", ""51F-340.47"", ""93131""]","[1, 1, 1]",3,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""93131""]",False,"[""59H-177464"", ""51F-340.47"", ""93131""]","[1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""93131""]"
"[""59H-177464"", ""51F-340.47"", ""51F-931.31"", ""VN12121""]","[1, 1, 1, 1]",4,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""51F\n93131"", ""VN12121""]",False,"[""59H-177464"", ""51F-340.47"", ""51F-931.31"", ""VN12121""]","[1, 1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51F-931.31"", ""VN12121""]"
"[""59H-177464"", ""51F-340.47"", ""93131"", ""N1D""]","[1, 1, 1, 1]",4,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""931 31"", ""N1D""]",False,"[""59H-177464"", ""51F-340.47"", ""93131"", ""N1D""]","[1, 1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""93131"", ""N1D""]"
"[""59H-177464"", ""51F-340.47"", ""93131"", ""41537""]","[1, 1, 1, 1]",4,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""931 31"", ""41537""]",False,"[""59H-177464"", ""51F-340.47"", ""93131"", ""41537""]","[1, 1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""93131"", ""41537""]"
"[""59H-177464"", ""51F-340.47"", ""51F-931.31"", ""VN12117""]","[1, 1, 1, 1]",4,0.0,,"[""59\u00b7H1\n774.64"", ""51F\n34047"", ""51F\n931 31"", ""VN 12117""]",False,"[""59H-177464"", ""51F-340.47"", ""51F-931.31"", ""VN12117""]","[1, 1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51F-931.31"", ""VN12117""]"
"[""59H-177464"", ""51F-340.47"", ""51F-931.31"", ""HN517""]","[1, 1, 1, 1]",4,0.0,,"[""59-H1\n774.64"", ""51F\n34047"", ""51F\n93131"", ""HN517""]",False,"[""59H-177464"", ""51F-340.47"", ""51F-931.31"", ""HN517""]","[1, 1, 1, 1]","[""59H-177464"", ""51F-340.47"", ""51F-931.31"", ""HN517""]"
"[""59H-177164"", ""51F-931.31"", ""51F-340.47"", ""THU55557""]","[1, 1, 1, 1]",4,0.0,,"[""59-H1\n77164"", ""51F\n93131"", ""51F\n34047"", ""THU\n55557""]",False,"[""59H-177164"", ""51F-931.31"", ""51F-340.47"", ""THU55557""]","[1, 1, 1, 1]","[""59H-177164"", ""51F-931.31"", ""51F-340.47"", ""THU55557""]"
"[""59-H1"", ""51F-931.31"", ""HUYT""]","[1, 1, 1]",3,0.0,,"[""59-H1"", ""51F\n93131"", ""HUYT""]",False,"[""59-H1"", ""51F-931.31"", ""HUYT""]","[1, 1, 1]","[""59-H1"", ""51F-931.31"", ""HUYT""]"
"[""51F-931.31"", ""HU177"", ""59-H1""]","[1, 1, 1]",3,0.0,,"[""51F\n931 31"", ""HU177"", ""59-H1""]",False,"[""51F-931.31"", ""HU177"", ""59-H1""]","[1, 1, 1]","[""51F-931.31"", ""HU177"", ""59-H1""]"
"[""51F-931.31"", ""501288157"", ""F0H1""]","[1, 1, 1]",3,0.0,,"[""51F\n931 31"", ""5012\n88157"", ""F0 H1""]",False,"[""51F-931.31"", ""501288157"", ""F0H1""]","[1, 1, 1]","[""51F-931.31"", ""501288157"", ""F0H1""]"
"[""51F-931.31"", ""HU1217"", ""F0U1""]","[1, 1, 1]",3,0.0,,"[""51F\n931 31"", ""HU1217"", ""F0 U1""]",False,"[""51F-931.31"", ""HU1217"", ""F0U1""]","[1, 1, 1]","[""51F-931.31"", ""HU1217"", ""F0U1""]"
"[""51F-931.31"", ""HU17""]","[1, 1]",2,0.0,,"[""51F\n931 31"", ""HU17""]",False,"[""51F-931.31"", ""HU17""]","[1, 1]","[""51F-931.31"", ""HU17""]"
"[""VN12121"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""VN 12121"", ""51F\n931 31""]",False,"[""VN12121"", ""51F-931.31""]","[1, 1]","[""VN12121"", ""51F-931.31""]"
"[""910513"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""910513"", ""51F\n931 31""]",False,"[""910513"", ""51F-931.31""]","[1, 1]","[""910513"", ""51F-931.31""]"
"[""HU1537"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""HU1537"", ""51F\n93131""]",False,"[""HU1537"", ""51F-931.31""]","[1, 1]","[""HU1537"", ""51F-931.31""]"
"[""51F-931.31"", ""91111111""]","[1, 1]",2,0.0,,"[""51F\n93131"", ""91111111""]",False,"[""51F-931.31"", ""91111111""]","[1, 1]","[""51F-931.31"", ""91111111""]"
"[""51F-931.31"", ""5515""]","[1, 1]",2,0.0,,"[""51F\n931 31"", ""5515""]",False,"[""51F-931.31"", ""5515""]","[1, 1]","[""51F-931.31"", ""5515""]"
"[""51F-931.31"", ""910D441""]","[1, 1]",2,0.0,,"[""51F\n93131"", ""910\nD441""]",False,"[""51F-931.31"", ""910D441""]","[1, 1]","[""51F-931.31"", ""910D441""]"
"[""VN5577"", ""93131""]","[1, 1]",2,0.0,,"[""VN5577"", ""93131""]",False,"[""VN5577"", ""93131""]","[1, 1]","[""VN5577"", ""93131""]"
"[""51F-931.31"", ""9VV7185530""]","[1, 1]",2,0.0,,"[""51F\n93131"", ""9VV7185530""]",False,"[""51F-931.31"", ""9VV7185530""]","[1, 1]","[""51F-931.31"", ""9VV7185530""]"
"[""51F-931.31"", ""HN537""]","[1, 1]",2,0.0,,"[""51F\n93131"", ""HN537""]",False,"[""51F-931.31"", ""HN537""]","[1, 1]","[""51F-931.31"", ""HN537""]"
"[""51F-931.31"", ""VN511""]","[1, 1]",2,0.0,,"[""51F\n93131"", ""VN 511""]",False,"[""51F-931.31"", ""VN511""]","[1, 1]","[""51F-931.31"", ""VN511""]"
"[""98151"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""98151"", ""51F\n93131""]",False,"[""98151"", ""51F-931.31""]","[1, 1]","[""98151"", ""51F-931.31""]"
"[""59-N1"", ""59YY-0085100""]","[1, 1]",2,0.0,,"[""59-N1"", ""59 YY\n0085100""]",False,"[""59-N1"", ""59YY-0085100""]","[1, 1]","[""59-N1"", ""59YY-0085100""]"
"[""59-N1"", ""514K-C0885100""]","[1, 1]",2,0.0,,"[""59-N1"", ""514 KC\n0885 100""]",False,"[""59-N1"", ""514K-C0885100""]","[1, 1]","[""59-N1"", ""514K-C0885100""]"
"[""59N-180380"", ""591C-085.17""]","[1, 1]",2,0.0,,"[""59-N1\n80380"", ""591C\n08517""]",False,"[""59N-180380"", ""591C-085.17""]","[1, 1]","[""59N-180380"", ""591C-085.17""]"
"[""59N-180388"", ""59166511""]","[1, 1]",2,0.0,,"[""59-N1\n803.88"", ""59166511""]",False,"[""59N-180388"", ""59166511""]","[1, 1]","[""59N-180388"", ""59166511""]"
"[""59M-180386"", ""5811084511""]","[1, 1]",2,0.0,,"[""59-M1\n803.8G"", ""5811\n084511""]",False,"[""59M-180386"", ""5811084511""]","[1, 1]","[""59M-180386"", ""5811084511""]"
"[""59NT-803.88"", ""5NIW04511""]","[1, 1]",2,0.0,,"[""59-NT\n803.88"", ""5N IW\n04511""]",False,"[""59NT-803.88"", ""5NIW04511""]","[1, 1]","[""59NT-803.88"", ""5NIW04511""]"
"[""59N-780388"", ""92"", ""THU1201""]","[1, 1, 1]",3,0.0,,"[""59-N7\n80388"", ""92"", ""THU 1201""]",False,"[""59N-780388"", ""92"", ""THU1201""]","[1, 1, 1]","[""59N-780388"", ""92"", ""THU1201""]"
"[""59N-180388"", ""5119513""]","[1, 1]",2,0.0,,"[""59-N1\n803.88"", ""5119513""]",False,"[""59N-180388"", ""5119513""]","[1, 1]","[""59N-180388"", ""5119513""]"
"[""59N-780388"", ""51193131""]","[1, 1]",2,0.0,,"[""59-N7\n80388"", ""511\n93131""]",False,"[""59N-780388"", ""51193131""]","[1, 1]","[""59N-780388"", ""51193131""]"
"[""59N-780388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N7\n803.88"", ""51F\n93131""]",False,"[""59N-780388"", ""51F-931.31""]","[1, 1]","[""59N-780388"", ""51F-931.31""]"
"[""59MT-803.88"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-MT\n803.88"", ""51F\n931.31""]",False,"[""59MT-803.88"", ""51F-931.31""]","[1, 1]","[""59MT-803.88"", ""51F-931.31""]"
"[""51F-931.31"", ""59MT-803.88""]","[1, 1]",2,0.0,,"[""51F\n931.31"", ""59-MT\n80388""]",False,"[""51F-931.31"", ""59MT-803.88""]","[1, 1]","[""51F-931.31"", ""59MT-803.88""]"
"[""59NT-003.08"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-NT\n003.08"", ""51F\n93131""]",False,"[""59NT-003.08"", ""51F-931.31""]","[1, 1]","[""59NT-003.08"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n80388"", ""51F\n93131""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59NT-803.88"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-NT\n80388"", ""51F\n93131""]",False,"[""59NT-803.88"", ""51F-931.31""]","[1, 1]","[""59NT-803.88"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n80388"", ""51F\n93131""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n80388"", ""51F\n931.31""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59NT-803.88"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-NT\n80388"", ""51F\n931.31""]",False,"[""59NT-803.88"", ""51F-931.31""]","[1, 1]","[""59NT-803.88"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n80388"", ""51F\n93131""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59N-780308"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N7\n80308"", ""51F\n93131""]",False,"[""59N-780308"", ""51F-931.31""]","[1, 1]","[""59N-780308"", ""51F-931.31""]"
"[""59NT-803.00"", ""5TF93131""]","[1, 1]",2,0.0,,"[""59-NT\n803.00"", ""5TF\n93131""]",False,"[""59NT-803.00"", ""5TF93131""]","[1, 1]","[""59NT-803.00"", ""5TF93131""]"
"[""59N-180308"", ""51F-931.31"", ""VN12121""]","[1, 1, 1]",3,0.0,,"[""59-N1\n803.08"", ""51F\n93131"", ""VN12121""]",False,"[""59N-180308"", ""51F-931.31"", ""VN12121""]","[1, 1, 1]","[""59N-180308"", ""51F-931.31"", ""VN12121""]"
"[""59N-180388"", ""51F-931.31"", ""HN12125""]","[1, 1, 1]",3,0.0,,"[""59-N1\n803.88"", ""51F\n931.31"", ""HN12125""]",False,"[""59N-180388"", ""51F-931.31"", ""HN12125""]","[1, 1, 1]","[""59N-180388"", ""51F-931.31"", ""HN12125""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n803.88"", ""51F\n931.31""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n803.88"", ""51F\n93131""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n803.88"", ""51F\n931.31""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n803.88"", ""51F\n931.31""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59 N1\n803.88"", ""51F\n931.31""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n803.88"", ""51F\n931.31""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n803.88"", ""51F\n931.31""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n803.88"", ""51F\n931 31""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n803.88"", ""51F\n931.31""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n803.88"", ""51F\n931.31""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n803.88"", ""51F\n931.31""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""59N-180388"", ""51F-931.31""]","[1, 1]",2,0.0,,"[""59-N1\n803.88"", ""51F\n931.31""]",False,"[""59N-180388"", ""51F-931.31""]","[1, 1]","[""59N-180388"", ""51F-931.31""]"
"[""51F-931.31"", ""59N-180388""]","[1, 1]",2,0.0,,"[""51F\n931.31"", ""59-N1\n803.88""]",False,"[""51F-931.31"", ""59N-180388""]","[1, 1]","[""51F-931.31"", ""59N-180388""]"
"[""51F-931.31"", ""59N-180388""]","[1, 1]",2,0.0,,"[""51F\n931.31"", ""59-N1\n803.88""]",False,"[""51F-931.31"", ""59N-180388""]","[1, 1]","[""51F-931.31"", ""59N-180388""]"
"[""51F-931.31"", ""59N-180388""]","[1, 1]",2,0.0,,"[""51F\n931.31"", ""59-N1\n803.88""]",False,"[""51F-931.31"", ""59N-180388""]","[1, 1]","[""51F-931.31"", ""59N-180388""]"
"[""51F-931.31"", ""59N-180388""]","[1, 1]",2,0.0,,"[""51F\n931.31"", ""59-N1\n803.88""]",False,"[""51F-931.31"", ""59N-180388""]","[1, 1]","[""51F-931.31"", ""59N-180388""]"
